order_id,student_id,ts,n_items,order_total,courses,lines,date,is_bundle,order_seq,is_repeat
543,416,2026-09-05 21:19:33,2,13950.0,Backend про + ML про,ПРО,2026-09-05,True,1,False
544,188,2026-09-06 01:03:43,1,6975.0,Backend про,ПРО,2026-09-06,False,1,False
545,569,2026-09-06 08:00:03,1,8950.0,Backend про,ПРО,2026-09-06,False,1,False
546,74,2026-09-06 10:34:28,1,8450.0,AI агенты,ПРО,2026-09-06,False,1,False
547,20,2026-09-06 11:07:00,2,14950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-09-06,True,1,False
548,151,2026-09-06 11:31:11,1,7475.0,Аналитика про,ПРО,2026-09-06,False,1,False
549,42,2026-09-06 11:42:46,1,8450.0,ML про,ПРО,2026-09-06,False,1,False
550,193,2026-09-06 11:49:34,1,8450.0,AI агенты,ПРО,2026-09-06,False,1,False
551,105,2026-09-06 11:55:22,1,8950.0,Аналитика про,ПРО,2026-09-06,False,1,False
552,275,2026-09-06 11:58:58,2,13950.0,AI агенты + ML про,ПРО,2026-09-06,True,2,True
553,56,2026-09-06 12:12:33,1,7475.0,Backend старт,СТАРТ,2026-09-06,False,1,False
554,44,2026-09-06 12:29:18,1,6975.0,AI агенты,ПРО,2026-09-06,False,1,False
555,327,2026-09-06 12:45:38,1,8950.0,AI агенты,ПРО,2026-09-06,False,1,False
556,292,2026-09-06 12:59:39,1,6975.0,ML про,ПРО,2026-09-06,False,1,False
557,150,2026-09-06 13:11:45,1,8950.0,Backend про,ПРО,2026-09-06,False,1,False
558,59,2026-09-06 13:32:21,1,8950.0,ML про,ПРО,2026-09-06,False,1,False
559,154,2026-09-06 13:40:03,1,8950.0,Алгоритмы про,ПРО,2026-09-06,False,1,False
560,472,2026-09-06 13:45:12,1,8950.0,ML про,ПРО,2026-09-06,False,1,False
561,601,2026-09-06 14:28:33,2,13950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-09-06,True,2,True
562,22,2026-09-06 14:41:56,1,8450.0,ML про,ПРО,2026-09-06,False,1,False
563,344,2026-09-06 14:48:52,1,8950.0,AI агенты,ПРО,2026-09-06,False,1,False
564,49,2026-09-06 14:51:02,2,14950.0,AI агенты + Backend про,ПРО,2026-09-06,True,1,False
565,113,2026-09-06 15:14:57,1,8950.0,Аналитика про,ПРО,2026-09-06,False,1,False
566,366,2026-09-06 15:18:37,4,8950.0,AI агенты + ML про + ML старт + Алгоритмы старт,ПРО/СТАРТ,2026-09-06,True,1,False
567,434,2026-09-06 15:23:19,1,8450.0,Backend про,ПРО,2026-09-06,False,1,False
568,55,2026-09-06 15:35:13,1,2237.5,AI агенты,ПРО,2026-09-06,False,1,False
569,23,2026-09-06 15:39:44,1,2237.5,ML старт,СТАРТ,2026-09-06,False,1,False
570,51,2026-09-06 15:46:24,1,2237.5,ML про,ПРО,2026-09-06,False,1,False
571,261,2026-09-06 16:06:04,1,8950.0,AI агенты,ПРО,2026-09-06,False,1,False
572,306,2026-09-06 16:18:59,1,8950.0,ML старт,СТАРТ,2026-09-06,False,1,False
573,180,2026-09-06 16:23:30,1,2237.5,Алгоритмы старт,СТАРТ,2026-09-06,False,1,False
574,10,2026-09-06 16:25:37,1,8450.0,Backend про,ПРО,2026-09-06,False,1,False
575,310,2026-09-06 16:38:02,2,14950.0,AI агенты + ML про,ПРО,2026-09-06,True,1,False
576,528,2026-09-06 16:54:20,1,8950.0,ML про,ПРО,2026-09-06,False,1,False
577,97,2026-09-06 17:27:55,1,8950.0,Backend про,ПРО,2026-09-06,False,1,False
578,449,2026-09-06 17:28:24,1,8950.0,Алгоритмы старт,СТАРТ,2026-09-06,False,1,False
579,278,2026-09-06 17:31:06,2,14950.0,Аналитика про + Аналитика старт,ПРО/СТАРТ,2026-09-06,True,1,False
580,300,2026-09-06 17:58:00,1,6950.0,Data Science,Другое,2026-09-06,False,1,False
581,251,2026-09-06 18:05:45,1,9950.0,Мат анализ,Другое,2026-09-06,False,1,False
582,347,2026-09-06 18:35:08,1,7475.0,Аналитика про,ПРО,2026-09-06,False,1,False
583,359,2026-09-06 18:40:33,1,7475.0,Аналитика старт,СТАРТ,2026-09-06,False,1,False
584,399,2026-09-06 19:02:33,1,8950.0,ML про,ПРО,2026-09-06,False,1,False
585,530,2026-09-06 19:09:38,1,8950.0,Аналитика про,ПРО,2026-09-06,False,1,False
586,396,2026-09-06 19:15:37,1,9950.0,Мат анализ,Другое,2026-09-06,False,1,False
587,604,2026-09-06 19:17:57,1,8950.0,Аналитика старт,СТАРТ,2026-09-06,False,1,False
588,593,2026-09-06 19:53:15,1,9950.0,Мат анализ,Другое,2026-09-06,False,1,False
589,454,2026-09-07 04:33:26,1,8950.0,ML про,ПРО,2026-09-07,False,1,False
590,63,2026-09-07 05:24:57,1,8950.0,Алгоритмы про,ПРО,2026-09-07,False,2,True
591,228,2026-09-07 07:42:35,1,8950.0,AI агенты,ПРО,2026-09-07,False,2,True
592,13,2026-09-07 07:54:24,1,8950.0,AI агенты,ПРО,2026-09-07,False,1,False
593,465,2026-09-07 08:21:23,1,4225.0,Алгоритмы,Другое,2026-09-07,False,1,False
594,125,2026-09-07 08:46:37,1,8950.0,ML про,ПРО,2026-09-07,False,1,False
595,491,2026-09-07 09:04:54,1,8950.0,Аналитика про,ПРО,2026-09-07,False,1,False
596,100,2026-09-07 09:30:42,1,8950.0,Backend старт,СТАРТ,2026-09-07,False,1,False
597,110,2026-09-07 10:27:06,1,8950.0,AI агенты,ПРО,2026-09-07,False,1,False
598,119,2026-09-07 11:34:36,1,8950.0,Алгоритмы про,ПРО,2026-09-07,False,1,False
599,102,2026-09-07 12:59:48,2,12950.0,AI агенты + ML про,ПРО,2026-09-07,True,1,False
600,204,2026-09-07 13:39:13,1,8950.0,ML про,ПРО,2026-09-07,False,1,False
601,214,2026-09-07 14:02:50,1,8950.0,AI агенты,ПРО,2026-09-07,False,1,False
602,254,2026-09-07 14:53:39,2,14950.0,Алгоритмы про + Алгоритмы старт,ПРО/СТАРТ,2026-09-07,True,1,False
603,246,2026-09-07 16:45:55,1,9950.0,Мат анализ,Другое,2026-09-07,False,1,False
604,509,2026-09-07 16:51:31,1,18900.0,Теория вероятностей,Другое,2026-09-07,False,1,False
605,72,2026-09-07 19:19:58,2,13950.0,AI агенты + ML про,ПРО,2026-09-07,True,1,False
606,78,2026-09-08 05:10:30,1,6950.0,Data Science,Другое,2026-09-08,False,1,False
607,548,2026-09-08 12:45:32,2,13950.0,AI агенты + ML про,ПРО,2026-09-08,True,1,False
608,429,2026-09-08 13:04:06,1,9950.0,Мат анализ,Другое,2026-09-08,False,1,False
609,499,2026-09-08 13:24:34,1,8950.0,Аналитика про,ПРО,2026-09-08,False,1,False
610,68,2026-09-08 17:53:12,2,15000.0,Алгоритмы про + Алгоритмы старт,ПРО/СТАРТ,2026-09-08,True,1,False
611,456,2026-09-08 17:57:42,1,9950.0,Мат анализ,Другое,2026-09-08,False,1,False
612,190,2026-09-09 02:52:43,1,9950.0,Мат анализ,Другое,2026-09-09,False,1,False
613,80,2026-09-09 04:53:08,1,6975.0,ML про,ПРО,2026-09-09,False,1,False
614,108,2026-09-09 04:53:08,1,6975.0,AI агенты,ПРО,2026-09-09,False,1,False
615,358,2026-09-09 06:30:33,1,8450.0,Аналитика про,ПРО,2026-09-09,False,1,False
616,224,2026-09-09 08:55:28,1,8450.0,Аналитика про,ПРО,2026-09-09,False,1,False
617,438,2026-09-09 13:24:37,1,8950.0,Аналитика про,ПРО,2026-09-09,False,1,False
618,283,2026-09-09 13:34:09,2,14950.0,AI агенты + ML про,ПРО,2026-09-09,True,1,False
619,381,2026-09-09 14:46:43,1,8950.0,Аналитика старт,СТАРТ,2026-09-09,False,1,False
620,212,2026-09-09 15:03:44,2,14950.0,Алгоритмы про + Алгоритмы старт,ПРО/СТАРТ,2026-09-09,True,1,False
621,567,2026-09-09 15:06:26,2,14950.0,AI агенты + Алгоритмы про,ПРО,2026-09-09,True,1,False
622,337,2026-09-09 15:41:19,1,7475.0,Алгоритмы про,ПРО,2026-09-09,False,1,False
623,349,2026-09-09 16:10:16,1,7475.0,Алгоритмы старт,СТАРТ,2026-09-09,False,1,False
624,123,2026-09-09 16:23:01,1,6450.0,Data Science,Другое,2026-09-09,False,1,False
625,444,2026-09-09 16:46:07,2,14950.0,Алгоритмы про + Алгоритмы старт,ПРО/СТАРТ,2026-09-09,True,1,False
626,36,2026-09-09 19:26:20,5,44750.0,Алгоритмы + Дискретка + Линейная алгебра + Мат анализ + Теория вероятностей,Другое,2026-09-09,True,1,False
627,407,2026-09-09 23:11:20,1,8950.0,Линейная алгебра,Другое,2026-09-09,False,1,False
628,196,2026-09-10 06:09:12,1,9950.0,Линейная алгебра,Другое,2026-09-10,False,1,False
